class,document,feature
PROTON,PROTON-2015-171,dehydrochlorination hexachlorocyclohexanes catalyzed lina dehydrohalogenase qmmm study american chemical society elucidation catalytic role lina dehydrohalogenase degradation processes hexachlorocyclohexane hch isomers extremely important studies bioremediation hch polluted areas herein qmmm free energy simulations employed provide details dehydrochlorination reaction two hch isomers particular role protonation state one catalytic residueshisis explored based calculations two distinct minimum free energy pathways concerted stepwise found hch hch choice reaction channel dehydrochlorination reactions hch shown depend initial mutual orientations reacting species active site protonation form sequential pathway comprises transfer proton h asp subsequently hcl pair elimination substrate molecule within concerted mechanism dehydrochlorination reaction hch initiated neutral h proton transferred upon final product formation found concerted pathway hch results significantly higher free energy activation stepwise route therefore disregarded feasible mechanism hand reaction occurs much lower energetic barrier requires stronger base ie anionic abstract proton h substrate molecule presence transient form results higher energy respective michaelis complex observed stepwise pathway isomers furthermore concluded pathways concerted stepwise feasible dehydrochlorination reaction hch activation free energies obtained mxgdp corrected path coordinate pmf profiles dehydrochlorination reactions hch good agreement experimental values
PROTON,PROTON-2015-172,supramolecular inhibition neurodegeneration synthetic receptor american chemical society cucurbituril cb found vitro sequester neurotoxins mptp nmethylphenyltetrahydropyridine mpp nmethylphenylpyridine cbneurotoxin hostguest complexes studied detail h nmr electrospray ionization mass spectrometry uvvisible spectroscopic titration molecular modeling density functional theory results supported macrocyclic encapsulation mptp mpp respectively cb aqueous solutions relatively strong affinities hostguest binding stoichiometries cases importantly progression mptpmpp induced neurodegeneration often referred parkinsons disease model observed strongly inhibited vivo synthetic cb receptor shown zebrafish models results show supramolecular approach could lead new preventive andor therapeutic strategy counteracting deleterious effects neurotoxins leading neurodegeneration
PROTON,PROTON-2015-173,interaction azobenzene benzalaniline strong amido bases american chemical society interaction azobenzene lithium dicyclohexylamide cynli thf eto afforded ionradical salt azobenzene structurally characterized first time dicyclohexylaminyl radical begins novel chain transformations leading eventually iminoenamido lithium complex benzalaniline relative azobenzene reacted cynli without electron transfer protonabstraction mechanism form dilithium salt nntetraphenylethenediamine quantitatively
PROTON,PROTON-2015-174,structure spectroscopy bonding within znqimidazolen q n clusters implications zeolitic imidazolate frameworks znenzymes american chemical society using density functional theory dft dispersion correction ab initio post hartreefock methods treat bonding structure stability spectroscopy complexes znq imidazole im znqimn q n entities subunits zeolitic imidazolate frameworks zifs znenzymes possess relevant roles industrial biological domains respectively also investigate imn n clusters comparison species determine several new structures found previously calculations show competition atomic metal solvation either type interactions stacking type interaction proton transfer hydrogen bonding hbonding charged species results several geometrical environments around metal connected structural properties functional role zn cation within zifs znenzymes moreover show znimn subunits absorb visible domain may related photostability zifs findings important development new applications zifs metalloenzymes
PROTON,PROTON-2015-175,lightdriven ca ion pump work american chemical society work done bennett et al nature demonstrated ca ions actively transported lipid bilayer membrane artificial photosynthetic machine however details pump process oxidation state shuttle molecule stoichiometry shuttleion complex fully understood hinders development ion pumps type higher efficiency study combine atom molecular dynamics simulations quantum mechanics calculations estimate time scale shuttleion complex diffusion process charge transfer step find process shuttleion complex diffusion across lipid bilayer membrane ratelimiting step time scale seconds minutes processes charge transfer redox reaction center shuttle molecule picoseconds time scales also show shuttleion complex stoichiometry ratio lower energy barrier across lipid membrane choices complexes calculations show ca ion likely shuttled semiquinone type shuttle molecule lowest free energy barrier across lipid bilayer membrane fewest electrons transferred redox cycle generate require proton flow estimates ion flow rates consistent measured values
PROTON,PROTON-2015-176,synthesis investigation proton conductivity intercalated kaolinite amidinopyridinium chloride elsevier inc rights reserved protonconducting materials potential application devices fuel cells study mineral kaolinitebased proton conducting material kaoliniteamidinopyridinium hydrochloride kapyhcl synthesized intercalated compound kaoliniteamidinopyridine kapy adsorbing volatilizing hcl thermogravimetric analysis tg powder xray diffraction pxrd ir spectrum confirmed hcl successfully inserting interlayer space kaolinite aminopyridine protonated intercalation efficiency estimated ca respect kapy interlayer space expends thermal decomposition mechanism studied pxrd tg techniques kapyhcl shows proton conductivity cm k ea ev anhydrous condition comparable mofsbased proton conducting materials
PROTON,PROTON-2015-177,nirsensitized photoinitiated radical polymerization proton generation cyanines led arrays elsevier bv photoinitiated radical polymerization using photoinitiator system combination nirsensitizer sens radical initiator ri investigated different multifunctional monomers derived multifunctional acrylic esters hdda tpgda pegda tmpta nirleds applied exposure exhibiting emission maximum either nm nm nm nm solubility sens respective monomers absorption data abs max max fluorescence data f f max electrochemical data e ox e red free energy electron transfer g el excited state sens ri compiled showed many systems exothermic behavior always correlate reactivity iodonium salts low coordinating anions bph bphf cfson pf triazine bistrichloromethylmethoxyphenyltriazine applied ri sens selected group cyanines neutral compounds exhibited highest reactivity cationic sensitizers showed almost initiating reactivity furthermore sensitizer ethyldimethylhbenzoeindolhylideneethylideneethyldimethylhbenzoeindoliumylvinylcyclohexenyldimethyldioxotetrahydropyrimidinolate taken study effect wavelength dependent led excitation highest reactivity found led emitting nm system possesses highest excitation volume lowest absorption photoproducts furthermore thermal investigation approved combination iodonium salt considered thermal initiation system either thus systems seen hybrid initiator systems finally show first time generation solvated protons using different iodonium salts sensitizers acetone surrounding activity solvated protons evaluated showing certain reactivity tendency number solvated protons respected number sensitizer molecules lower unity showing consumption nucleophilic centers
PROTON,PROTON-2015-178,reactions methyloxopyrazolidinium ylides phenylsulfonylacrylonitriles elsevier ltd series methyl oxopyrazolidinium ylides reacted ehydroxyphenylphenylsulfonylacrylonitrile phenylsulfonyl acrylonitrile give rise rssmethyloxopsubstituteddiphenylphenylsulfonylhexahydropyrazoloapyrazolecarbonitriles sequential reaction accompanying methyl pyrazolone oquinone methide releases possibly instead anticipated cycloaddition process dipolar cycloaddition route new products identified means spectralphysical characteristics including xray diffraction data hrms measurements addition plausible mechanism proposed hydroxyphenyl substituted acrylonitrile case
PROTON,PROTON-2015-179,mechanistic insights hsmediated reduction aryl azides commonly used hs detection american chemical society hydrogen sulfide hs important biological mediator center rapidly expanding field focused understanding biogenesis action hs well sulfurrelated species concomitant expansion development new chemical tools hs research use hsselective fluorescent probes function hsmediated reduction fluorogenic aryl azides emerged one common methods hs detection despite prevalence mechanism important reaction remains underscrutinized present combined experimental computational investigation mechanism establish hs rather diprotic hs active species required aryl azide reduction hydrosulfide anion functions oneelectron reductant resulting formation polysulfide anions hs confirmed trapped organic polysulfides benzyl chloride overall reaction firstorder azide hs investigated experimental conditions eu h kcalmol buffered aqueous solution using nbush sulfide source able observe reaction intermediate max nm attribute formation anionic azidothiol intermediate mechanistic investigations support intermediate attacked hs ratelimiting step reduction reaction complementing experimental mechanistic investigations also performed dft calculations blypgdp blypgdp mtzvp mdeftzvpd levels theory applying iefpcm water mecn solvation models support experimentally determined reaction mechanism provide cohesive mechanistic insights hsmediated aryl azide reduction
PROTON,PROTON-2015-18,new metadepsidones diphenyl ethers lichen parmotrema tsavoense krog swinscow krog swinscow parmeliaceae elsevier ltd chemical investigation ethyl acetate extract lichen parmotrema tsavoense krog swinscow krog swinscow parmeliaceae collected vietnam afforded new secondary metabolites including new metadepsidones new diphenyl ethers together known compounds chemical structures elucidated analysis nmr highresolution mass spectroscopic data well comparison reported literature also proposed possible biosynthetic route formation new compounds p tsavoense readily accessible precursors atranorin methyl orsellinate cytotoxic activities five new compounds liver hepatocellular carcinoma hepg human lung cancer ncih human breast cancer mcf cell lines evaluated
PROTON,PROTON-2015-180,dft study mechanism brnsted acid catalysed povarov reactions elsevier ltd rights reserved molecular mechanism brnsted acid ba catalysed povarov reaction nphenylcmethoxycarbonyl imine methylenecyclopropane mcp investigated using dft methods mpwbkgd level ba catalysed povarov reaction domino process initialised formation cationic intermediate experiences quick intramolecular friedelcrafts reaction yielding final tetrahydroquinoline protonation imine nitrogen atom notably increases electrophilicity corresponding species accelerating reaction ionic processes analysis parr functions initial nucleophilic attack mcp protonated imine allows explaining total regioselectivity experimentally observed electron localisation function quantum topological analysis bonding changes along ba catalysed povarov reaction permits complete characterisation molecular mechanism
PROTON,PROTON-2015-181,palladiumcatalyzed orthonitration arylbenzoxazoles elsevier ltd rights reserved efficient general protocol palladiumcatalyzed chelationassisted orthonitration arylbenzoxazoles developed nitration exhibits high regioselectivity substrates reaction could tolerate many functional groups f cl br ch cho affording orthonitration products moderate good yields moreover arylbenzoxazole heterocyclic analogues proceed well catalytic system studies performed obtain insight mechanism
PROTON,PROTON-2015-182,expedient access preorganized helix mimetics based isocinchomeronic acid core elsevier ltd rights reserved previously reported terephthalamidebased helix mimetic modified introducing pyridine nitrogen converting tertiary amide secondary amide afforded second intramolecular hydrogen bond influence projection side chains face scaffold existence two intramolecular hydrogen bonds confirmed h nmr titration studies molecular dynamics simulations virtue short efficient route described herein access new family helix mimetics straightforward moreover inclusion chiral center permit interrogation stereochemical impact ligandreceptor binding
PROTON,PROTON-2015-183,substituted bisoctabutoxyphthalocyaninatoterbiumiii doubledecker complexes preparation study protonation nmr dft american chemical society synthesis anionic substituted bisphthalocyaninatotbiii complex tbobpc obpc octabutoxyphthalocyaninato leads isolation protonated form h complex characterized xray diffraction xrd mass spectroscopy ms infrared ir ultravioletvisiblenearinfrared uvvisnir spectroscopy crystal structure analysis allow localization additional proton probably attached meson atom isoindolen atom phthalocyaninato ligand h easily deprotonated protonated giving corresponding anionic cationic complexes three compounds h hh studied combination paramagnetic nmr experiments h c variabletemperature measurements twodimensional nuclear magnetic resonance dft calculations done yiii analogues octamethoxyphthalocyaninato ligands purpose elucidating positions acidic protons understanding structural changes coordination environment tb ion induced protonation
PROTON,PROTON-2015-184,anthracene adamantylbisurea receptors switching anion binding photocyclization elsevier ltd rights reserved anion binding adamantane bisurea receptors bearing anthracene chromophores investigated dmso solution uvvis fluorescence titrations derivatives form stable complexes f k aco k hpo k k photochemical reactivity photocyclizations also investigated anthracene photochemically stable undergo reaction giving mixture products reacts selectively yielding cyclic product product isolated characterized xray analysis cyclic receptor also binds anions forms complexes different stability constants opened analogue anthracene forms stable complex hpo whereas cyclic receptor forms stable complex aco k
PROTON,PROTON-2015-185,convenient formation aporphine core via benzyne chemistry conformational analysis synthesis raporphine elsevier ltd rights reserved total synthesis raporphine accomplished approach employs key step sequence transformations involving cycloaddition reaction followed hydrogen migration leading aporphine core good yield subjected gradient noe experiment conformational analysis simple transformations including small scale resolution process afford enantiomerically enriched aporphine alkaloid
PROTON,PROTON-2015-186,novel synthesis benzothiazole selfredox tandem reaction disulfide aldehyde elsevier ltd rights reserved novel methodology preparation benzothiazole derivatives via reaction orthoanilino disulfides aryl heteroaryl aldehydes catalyzed nasho developed reaction mechanism investigated lcms h nmr disulfide cleaved firstly interchange reaction disulfide metal sulfide resulting thiol reacted situ aldehyde form corresponding benzothiazoline subsequently intermediate benzothiazoline reduced disulfide thiol oxidized benzothiazole excess benzothiazoline oxidized air halves disulfide ultimately converted desired benzothiazole
PROTON,PROTON-2015-187,tertbutyldimethylsilyloxymethanethiol tertbutyldiphenylsilyloxymethanethiol nucleophilic protected hs equivalents elsevier ltd rights reserved tertbutyldimethylsilyloxymethanethiol hschosimebut nucleophilic reagent introduction protected bivalent sulfur reagent complementary electrophilic reagent pmechsoschosimebut thiol prepared action hsli tertbutylchloromethoxydimethylsilane clchosimebut reacts alkyl bromides give protected thiols
PROTON,PROTON-2015-188,signal transduction lightoxygenvoltage receptors lacking adductforming cysteine residue lightoxygenvoltage lov receptors sense blue light photochemical generation covalent adduct flavinnucleotide chromophore strictly conserved cysteine residue show cysteine removal circadianclock lovprotein vivid still undergoes lightinduced dimerization signalling flavin photoreduction neutral semiquinone nsq similarly photoreduction engineered lov histidine kinase yf nsq modulates activity downstream effects gene expression signal transduction proteins hence hinges flavin protonation common cysteinyl adduct nsq general mechanism also conserved natural cysteineless lovlike regulators respond chemical photoreduction flavin cofactors lov proteins react light even devoid adductforming cysteine modern lov photoreceptors may arisen ancestral redoxactive flavoproteins ability tune lov reactivity photoreduction may important implications lov mechanism optogenetic applications
PROTON,PROTON-2015-189,pdcatalyzed decarboxylative coupling arylalkynyl carboxylic acids allyl ethers regioselective synthesis branched enynes elsevier ltd rights reserved work reported efficient novel method prepare branched enynes via pdiicatalyzed decarboxylative coupling arylalkynyl carboxylic acids allylic ethers mild conditions various arylalkynyl carboxylic acids allylic ethers could participate reaction regioselectively affording desired branched enynes moderate good yields
PROTON,PROTON-2015-19,cytotoxic tiglianetype diterpenoids croton tiglium elsevier ltd chemical study twigs leaves croton tiglium led isolation new tiglianetype diterpenoids crotignoids ak along eight known analogues structures compounds elucidated basis detailed spectroscopic analysis vitro cytotoxic assays revealed moderate inhibition compounds toward human hl tumor cells exhibiting strongest activity hl cell line ic value
PROTON,PROTON-2015-190,computational study regioselectivity lactam iminothiazolidinone formation elsevier ltd rights reserved density functional theory calculations performed explain different regioselectivity formation lactam iminothiazolidinones computational results agreement experimental observations phenyl cyclohexyl derivatives led thermodynamically stable regioisomers formed cyclization nitrogen atom directly attached lactam ring contrast nhexyl derivative regioisomer lactam ring attached imino bond stable instead demonstrated different regioselectivity consequence larger steric effects bulky substituents leaving ethoxy group close contact cyclization step
PROTON,PROTON-2015-191,asymmetric imidazolepyrenepyrazine based da compounds showing visualized acidichromism nearinfrared electrochromism elsevier ltd rights reserved two asymmetric imidazolepyrenepyrazine centered da compounds pymb pymb bearing nnbismethoxyphenylaminophenylnnbisdianisylaminophenylaminophenyl didodecyloxybenzene terminals synthesized characterized work found color two compounds could change light yellow brown treatment trifluoroacetic acid tfa chcl solutions could detected direct visual observation addition thin film nnbisdianisylaminophenylaminophenyl terminated compound shows reversible electrochromic behavior accompanied color alteration yellow green different bias voltages could monitored situ uvvis nearinfrared nir spectroscopy
PROTON,PROTON-2015-192,carbohydratearomatic interactions proteins american chemical society proteincarbohydrate interactions play pivotal roles health disease however defining manipulating interactions hindered incomplete understanding underlying fundamental forces elucidate common discriminating features carbohydrate recognition analyzed quantitatively xray crystal structures proteins noncovalently bound carbohydrates within carbohydratebinding pockets aliphatic hydrophobic residues disfavored whereas aromatic side chains enriched greatest preference tryptophan increased prevalence fold variations spatial orientation amino acids around different monosaccharides indicate specific carbohydrate ch bonds interact preferentially aromatic residues preferences consistent electronic properties carbohydrate ch bonds aromatic residues carbohydrates present patches electropositive saccharide ch bonds engage often ch interactions involving electronrich aromatic partners electronic effects also manifested carbohydratearomatic interactions monitored solution nmr analysis indicates indole favorably binds electronpoor ch bonds model carbohydrates clear linear free energy relationships substituted indoles supports importance complementary electronic effects driving proteincarbohydrate interactions together data indicate electrostatic electronic complementarity carbohydrates aromatic residues play key roles driving proteincarbohydrate complexation moreover weak noncovalent interactions influence saccharide residues bind proteins positioned within carbohydratebinding sites
PROTON,PROTON-2015-193,lower rim isoxazolecalixarene derivatives fluorescence sensors copperii ions elsevier ltd rights reserved chemosensors designed around calixarene scaffold possessing distal isoxazole nuclei potential recognition sites conjugation fluorogenic reporting moieties synthesised molecular structures determined single crystal xray analysis pic pyreneisoxazolecalixarene aic anthraceneisoxazolecalixarene found selective sensitive recognition copperii ions range divalent metal ions spectrofluorometric study acetonitrile following exposure copperii ions fluorescence emission intensity host dramatically quenched contrast significant shifts uvvis spectra h nmr spectroscopic studies could provide unambiguous evidence mode ion recognition hybrid density functional theory dft calculations piccopperii complex suggests metal ion adopts tetrahedral geometry acetonitrile solution distorted square pyramidal coordination also possible absence solvent molecules binding conformations cause disruption pyrenepyrene stacking consistent observed fluorescence quenching
PROTON,PROTON-2015-194,suite tetraphenylethylenebased discrete organoplatinumii metallacycles controllable structure stoichiometry aggregationinduced emission nitroaromatics sensing american chemical society materials organize multiple functionally active sites especially aggregationinduced emission aie properties growing interest due widespread applications despite promising early architectures fabrication preparation multiple aiegens multiple tetraphenylethylene multitpe units single entity remain big challenge due tedious covalent synthetic procedures often accompanying preparations coordinationdriven selfassembly alternative synthetic methodology potential deliver multitpe architectures lightemitting characteristics herein report preparation new family discrete multitpe metallacycles two pendant phenyl rings tpe units remain unused structural element representing novel aieactive metalorganic materials based supramolecular coordination complex platforms metallacycles possess relatively high molar absorption coefficients weak fluorescent emission dilute conditions ability untethered phenyl rings undergo torsional motion nonradiative decay pathway upon molecular aggregation multitpe metallacycles show aieactivity markedly enhanced quantum yields moreover account aie characteristics condensed state ability interact electrondeficient substrates photophysics metallacycles sensitive presence nitroaromatics motivating use sensors work represents unification themes including molecular selfassembly aie fluorescence sensing establishes structurepropertyapplication relationships multitpe scaffolds fundamental knowledge obtained current research facilitates progress field metalorganic materials metalcoordinationinduced emission fluorescent sensing
PROTON,PROTON-2015-195,role loopclamping side chains catalysis triosephosphate isomerase american chemical society side chains loop triosephosphate isomerase tim form hydrogen bonds backbone amides carbonyls loop stabilize caged enzymesubstrate complex effect seven mutations yt ys ya yf sg sa ytsg kinetic parameters tim catalyzed reactions whole substrates dihydroxyacetone phosphate dglyceraldehyde phosphate kcatkmgap kcatkmdhap substrate pieces glycolaldehyde phosphite dianion kcatkhpikga reported linear logarithmic correlation kinetic parameters slope shows mutations tim result identical change activation barriers catalyzed reactions whole substrate substrate pieces transition states reactions stabilized similar interactions protein catalyst second linear logarithmic correlation slope kcat isomerization gap kd phosphite dianion binding transition state wildtype many mutant timcatalyzed reactions substrate pieces shows ca wildtype tim dianion binding energy eliminated mutations expressed wildtype michaelis complex ca expressed wildtype transition state negative deviations correlation observed mutation results decrease enzyme reactivity catalytic site main effect yt ys ya mutations cause reduction total intrinsic dianion binding energy effect yf extends catalytic site
PROTON,PROTON-2015-196,reversibly switching bilayer permeability release modules photochromic polymersomes stabilized cooperative noncovalent interactions american chemical society report fabrication photochromic polymersomes exhibiting photoswitchable reversible bilayer permeability newly designed polyethylene oxidebpspa peobpspa diblock copolymers spa spiropyran spbased monomer containing unique carbamate linkage upon selfassembling polymersomes sp moieties within vesicle bilayers undergo reversible phototriggered isomerization hydrophobic spiropyran sp nm irradiation zwitterionic merocyanine mc nm irradiation states sp mc polymersomes microstructures stabilized multiple cooperative noncovalent interactions including hydrophobic hydrogen bonding stacking paired electrostatic zwitterionic interactions latter two types exclusive mc polymersomes control experiments using analogous block copolymers hydrophobic sp monomer carbonate linkage spo conventional spiropyran methacrylate monomer spma containing single ester functionality conducted revealing carbamateincurred hydrogen bonding interactions peobpspa crucial polymersome stabilization zwitterionic mc state moreover reversible phototriggered sptomc polymersome transition accompanied membrane polarity permeability switching nonimpermeable selectively permeable toward noncharged charged zwitterionic small molecule species critical molar masses intriguingly uvactuated mc polymersomes possess two types release modules sustained release upon short uv irradiation duration taking advantage unexpectedly slow spontaneous mctosp transition kinetics h dark conditions ondemand switchable release alternated uvvis light irradiation demonstrate photoswitchable spatiotemporal release diamidinophenylindole dapi cell nucleistaining dye within living hela cells
PROTON,PROTON-2015-197,cyclop complexes vanadium redox properties origin p nmr chemical shift american chemical society synthesis characterization two highvalent vanadiumcyclop complexes nacnacvcyclopntolyl nacnacvcyclopoar inverted sandwich derivative nacnacvntolylcyclop presented novel complexes prepared activating white phosphorus p threecoordinate vanadiumii precursors structural metrics redox behavior dft electronic structure analysis indicate cyclop ligand bound vv center monomeric species salient feature new cyclop complexes significantly downfield shifted ppm p nmr resonances highly unusual compared related complexes ariprnmocyclop cyclop complexes display significantly upfield shifted resonances nmr spectroscopic signature thus far thought diagnostic property cyclop ligand related acute endocyclic angle using dft calculations scrutinized conceptualized origin unusual chemical shifts seen new class complexes analysis provides intuitive rational paradigm understanding experimental p nmr spectroscopic signature relating nuclear magnetic shielding electronic structure molecule especially characteristics metalcyclop bonding
PROTON,PROTON-2015-198,energy electron transfer dynamics within series perylene diimidecyclophane systems american chemical society artificial photosynthetic systems solar energy conversion exploit covalent supramolecular chemistry produce favorable arrangements lightharvesting redoxactive chromophores space understanding interplay key processes photosynthesis namely lightharvesting energy transfer photoinduced charge separation design novel selfassembling components capable processes imperative realization multifunctional integrated systems report investigations potential extended tetracationic cyclophaneperylene diimide systems components artificial photosynthetic applications show selection appropriate heterocycles extending units allows tuning electron accumulation photophysical properties extended tetracationic cyclophanes spectroscopic techniques confirm energy transfer extended tetracationic cyclophanes perylene diimide ultrafast quantitative heterocycle specifically influences energy transfer related parameters acceptor excited state
PROTON,PROTON-2015-199,reactions phenylhydrosilanes pincernickel complexes evidence new sio sic bond formation pathways american chemical society contribution presents evidence new pathways manifested reactions phenylhydrosilanes phnsihn pincer complexes pocsp opniosime osime pocsp opniosime osime pocsp op iprpoch pocsp op iprpochch excess phsih phsih reacted osime eliminate disilyl ethers phnhnsiosime n generate nickel hydride species h subsequent reaction latter substrate formed corresponding nickel silyl species siphh siphh generated multiple sicontaining products including disilanes redistribution products reaction osime excess phsihphsid revealed net kie ca room temperature treating osime excess phsih also gave h corresponding disilyl ether phsiosime reaction also generated new siloxide osiph apparently via unconventional bond metathesis pathway ni center involved directly reaction excess phsih osime gave polysilanes varying solubilities molecular weights nmr investigations showed polymers arise ni species generated situ reductive elimination highly reactive hydride intermediate h stoichiometric reactions osime phsih phsih gave respectively siloxides osiphosime osiph together results demonstrate strong influence pincer backbone hydrosilane sterics different reactivities osime osime toward phnsihn dimerization polymerization redistribution vs formation new siloxides mechanisms reactions lead observed sio sic sisi bond formations discussed terms classical unconventional bond metathesis pathways
PROTON,PROTON-2015-2,proton migration hydrated surface cubic zro ab initio molecular dynamics simulation american chemical society proton migration cubic zro surface investigated ab initio molecular dynamics simulation ho molecules form hydrated multilayer zro surface consisting terminating ho adsorbates hierarchically hydrogenbonded ho layers portion ho molecules chemisorbed zirconium atoms zroh dissociates h oh forming polydentate monodentate hydroxyls oh zroh coexistence acid base sites zroh zroh equilibrium state confirmed analyses forward reverse reactions ho dissociation zro surface proton hopping zroh zroh occurs direct proton transfer chain protonation reaction via surrounding ho molecules processes zroh donates extra proton zroh directly via ho molecules multilayers indicating coexistence zroh zroh necessary condition proton conduction oxide surface various basicities
PROTON,PROTON-2015-20,kinetics mechanism electron transfer reaction adipato bridged ironiiisalen complex dithionite ion perchloric acid medium redox kinetics reaction adipato bridged ironiiisalen complex fesalenadi dithionite ion investigated perchloric acid mol dm naclo c spectrophotometric titrations indicated consumption one mole per mole fesalenadi reduced pseudofirst order conditions tenfold excess concentration fesalenadi observed rates increased increase second order rate constants fairly constant dm mol indicating first order dependence rate fesalenadi plot logkobs versus logso linear gave slope indicating first order dependence rate reaction rate increased increase h within mol dm h mol dm reaction unaffected variation ionic strength dielectric constant medium addition anion cation catalyze reaction reaction analyzed basis innersphere mechanism mediated proton transfer
PROTON,PROTON-2015-200,cytotoxic antiviral tetramic acid derivatives deepseaderived fungus trichobotrys effuse dffscs elsevier ltd rights reserved trichobotrysins af class new tetramic acid derivatives decalin ring characterized culture trichobotrys effuse dffscs derived deep sea sediment collected south china sea structures elucidated extensive spectroscopic analysis compounds exhibited significant selective cytotoxicity human carcinoma kga cell line ic values obvious antiviral activity towards hsv ic values respectively first time report antihsv activity type compounds
PROTON,PROTON-2015-201,largescale conformational dynamics control hn influenza polymerase pb binding importin american chemical society influenza rna polymerase complex formed three components pa pb pb pb independently imported nucleus prior polymerase reconstitution crystallographic structures pb cterminus residues reveal two globular domains nls form tightly packed heterodimer molecular basis affinity nls importins remained unclear structures apparently requiring largescale conformational changes prior importin binding using combination solutionstate nmr smallangle neutron scattering smallangle xray scattering saxs frster resonance energy transfer fret show nls populates temperaturedependent dynamic equilibrium closed open states closed state stabilized tripartite salt bridge involving nls interface linker becomes flexible open state nls dislocating highly dynamic ensemble activation enthalpies entropies associated rupture interface derived simultaneous analysis temperaturedependent chemical exchange saturation transfer measurements revealing strong temperature dependence openstate population exchange rate singlemolecule fret saxs demonstrate openform capable binding importin upon binding domain samples dynamic conformational equilibrium vicinity cterminus importin intrinsic largescale conformational flexibility therefore enables nls bind importin conformational selection temperaturedependent equilibrium comprising functional forms protein
PROTON,PROTON-2015-202,molecular recognition naphthalene diimide ligands telomeric quadruplexdna importance protonation state mediated hydrogen bonds owner societies depth monte carlo conformational scans combination molecular dynamics md simulations electronic structure calculations applied order study molecular recognition process tetrasubstituted naphthalene diimide nd guests gquadruplex g dna receptors nd guests promising class telomere stabilizers due used novel anticancer therapeutics though several nd guests studied experimentally past protonation state physiological conditions still unclear based chemical intuition case nmethylpiperazine substitution different protonation states possible might play crucial role molecular recognition process gdna depending proton concentration different nitrogen atoms nmethylpiperazine might might protonated fact considered simulation terms case case analysis since process molecular recognition determined possible donor acceptor positions results simulations show electrostatic interactions nd ligands g receptor maximized case protonation terminal nitrogen atoms forming compact nd g complexes inside grooves influence different protonation states terms ability form hydrogen bonds sugarphosphate backbone well importance mediated vs direct hydrogen bonding analyzed detail md relaxed force constant compliance constant simulations
PROTON,PROTON-2015-203,c n hybrid coordination derived cocn complex highly efficient electrocatalyst hydrogen evolution reaction american chemical society development efficient hydrogen evolution reaction catalyst composed earthabundant elements scientifically technologically important water splitting associated conversion storage renewable energy herein report new class cocn complex bonded carbon co selfsupported threedimensional porous structure shows unexpected catalytic activity low overpotential mv cm longterm stability better traditionalmetal catalysts experimental observations combination density functional theory calculations reveal c n hybrid coordination optimizes charge distribution enhances electron transfer synergistically promotes proton adsorption reduction kinetics
PROTON,PROTON-2015-204,supramolecular enhancement protein analysis via recognition phenylalanine cucurbituril american chemical society mass spectrometry msbased analysis using enzymatic digestion widely used protein sequencing characterization large number peptides generated proteolysis however suppresses signal peptides low ionization efficiency thus precluding observation analysis study describes technique improved analysis peptic peptides adding synthetic receptor cucurbituril cb binds selectively peptides nterminal aromatic residues capturing nterminal phenylalanine phe peptides using cb enhances peptide abundances electrospray ionization ms matrixassisted laser desorption ionization ms moreover collisioninduced dissociation cid cbpeptide complex ions generates b ytype fragment ions higher sequence coverage generated uncomplexed peptides signal enhancement mediated cb attributed increase peptide proton affinities upon cb complexation mechanistic details fragmentation process discussed basis structures complex ions obtained ion mobility im measurements molecular modeling study demonstrates novel powerful approach enhancement protein peptide analysis using synthetic receptor without need new instrumentation chemical modifications specialized sample preparation simplicity potential generality technique provide valuable asset toolbox routine protein peptide analysis
PROTON,PROTON-2015-205,electronproton decoupling excitedstate hydrogen atom transfer gas phase wileyvch verlag gmbh co kgaa weinheim hydrogenrelease photoexcitation excitedstatehydrogentransfer esht one important photochemical processes occur aromatic acids responsible photoprotection biomolecules mechanism described conversion initial state chargeseparated state along onh bond elongation leading dissociation thus esht simple hatom transfer proton electron move together show electrontransfer protonmotion decoupled gasphase esht monitor electron proton transfer independently picosecond timeresolved nearinfrared infrared spectroscopy isolated phenolammonia benchmark molecular cluster electron transfer phenol ammonia occurred less picoseconds overall hatom transfer took picoseconds observed electronproton decoupling allow deeper understanding control photochemistry biomolecules
PROTON,PROTON-2015-206,analysis proton nmr hydrogen bonds terms lonepair bond orbital contributions wileyvch verlag gmbh co kgaa weinheim nmr spectroscopic parameters proton involved hydrogen bonding studied theoretically set molecules includes systems internal resonanceassisted hydrogen bonds internal hydrogen bonds resonance stabilization acetic acid dimer aad dna base pair hydrogen succinate anion hsa ethanol guanine represent reference molecules without hydrogen bonding calculations based zeropoint vibrationally averaged molecular structures order include anharmonicity effects nmr parameters analysis calculated nmr shielding jcoupling performed terms chemists orbitals localized molecular orbitals lmos representing lonepairs atomic cores bonds lmo analysis associates strong deshielding protons resonanceassisted hydrogen bonds delocalization involving backbone resonance also shown important factor causing deshielding oh protons aad hsa dna base pair nitromalonamide nma hsa particularly strong hydrogen bonds exhibiting signs covalency associated jcouplings analysis results show nmr spectroscopic parameters characteristic hydrogen bonded protons influenced geometry degree covalency hydrogen bond well intra intermolecular resonance breaking cover nmr spectroscopic parameters proton involved hydrogen bonding studied theoretically analysis results show nmr spectroscopic parameters characteristic hydrogen bonded protons influenced geometry degree covalency hydrogen bond well intra intermolecular resonance
