,class,document,feature
3548,HIV,HIV3549,internalization recycling cd transfected hela niht cells internalization cd cell differentiation antigen receptor human immunodeficiency viruses hiv examined hela murine cells transfected cd cdna fab fragments anti cd monoclonal antibody leua generated pepsin digestion used specific monovalent non crosslinking ligand cd fab fragments shown bind cd transfected cells affinity similar hiv gp inhibited hiv infection lymphocytic cells fab fragments radioiodinated used acid stripping endocytosis assay demonstrate cd expressed transfected hela niht cells internalized approximately total cell bound ifab fragments internalized per minute furthermore internalized ifab fragments could shown recycle cell surface min steady state reached internalization recycling approximately total cellular cd pool residing inside cell similar results obtained studies intact divalent radiolabelled leua antibody data demonstrate cd expressed transfected non lymphoid cells constitutively endocytosed recycled
3549,HIV,HIV3550,pulmonary non hodgkins lymphoma aids whereas extralymphatic involvement common lymphomas associated hiv infection reports pulmonary lymphoma cases aids reported colorado non hodgkins lymphoma four documented pulmonary involvement reported detail clinical manifestations nonspecific included fever weight loss generalized lymphadenopathy dyspnea chest pain cough chest roentgenograms revealed multiple nodules interstitial infiltrates transbronchial biopsy failed establish diagnosis cases three four patients died four five months appearance pulmonary nodules one patient stage ie disease showed slow radiographic progression months following radiation chemotherapy died months appearance pulmonary nodules pulmonary involvement lymphoma considered patients hiv infection especially multiple nodules seen chest roentgenograms
3550,HIV,HIV3551,open study interferon hiv antibody positive men alpha recombinant interferon roferon given subcutaneously dose mega units twice weekly months hiv antibody positive p antigen negative men minimal hiv related disease interferon well tolerated safe although either improvement lack deterioration initially hiv disease markers including lymphadenopathy thrombocytopenic purpura nail fungal infection instances hiv disease indicators appearing study months six patients withdrawn study clinical immunological deterioration
3551,HIV,HIV3552,pilot phase study using zidovudine association day course anti cd monoclonal antibody seven aids patients experimental evidence demonstrated monoclonal antibody mab b workshop qualified anti cd mab inhibits vitro syncytium formation well vitro hiv infection cd cells delivers negative signals cells thus preventing cell activation viral replication contributes cd cell clearance fc portion induces immune response patient contributing potentially anti idiotypic response interest control immune parameters disease basis phase study combining zidovudine treatment day course anti cd mab performed seven aids patients centers disease control group iv treatment well tolerated mab dosage schedule adjusted basis circulating cd cells mab pharmacokinetics immunological virological parameters also monitored one patient presented transient increment cd cells associated augmented cell function suppression p serum negative rt assay second patient steady increment cd cells completion treatment transient decrease serum p days completion anti cd protocol
3552,HIV,HIV3553,efficacy rifabutin treatment aids related complex performed phase antiviral dose escalation trial rifabutin rifamycin antibiotic anti hiv activity vitro followed men aids related complex arc mean duration weeks maximum toxicity limited dose rifabutin mgday achieved two patients evidence anti hiv activity two patients one improvement immune status patients showed deterioration either virologic immunologic status majority patients study remained clinically stable trial clinical deterioration three entered cd cell counts less x l basis trial rifabutin single antiviral agent appear beneficial arc patients
3553,HIV,HIV3554,complement dependent cytotoxicity antibodies reactive hiv induced cell surface antigens hiv carrying haemophiliacs sera obtained hiv infected well uninfected haemophiliacs healthy subjects investigated presence lymphocytotoxic antibodies using cr release test hiv infected haemophiliacs found produce serum antibodies exerting complement dependent cytotoxic effect hiv infected cells antibodies reactive mainly hiv infected target cells stimulated concanavalin results complement dependent antibody cytotoxicity indirect membrane immunofluorescence tests suggest envelope antigens hiv may targets cytotoxic antibodies
3554,HIV,HIV3555,hiv antibody screening gynecology obstetrics clinic ankara turkey pregnant women admitted outpatient obstetric clinic antenatal care december august hiv antibody assessments performed elisa technique seropositive case reported
3555,HIV,HIV3556,pharmacokinetics dideoxycytidine rats application interspecies scale effects dose pharmacokinetics dideoxycytidine ddc potent inhibitor hiv replication studied rats ddc administered intravenously doses mg kg plasma urine drug concentrations determined hplc non compartmental pharmacokinetic parameters calculated areamoment analysis ddc plasma concentrations declined rapidly terminal half life h mean sd statistically significant differences observed pharmacokinetic parameters four doses total renal non renal clearance values independent dose averaged l h kg respectively approximately dose excreted unchanged urine steady state volume distribution also independent dose averaged l kg protein binding ddc rat serum proteins independent drug concentration fraction drug bound averaging thus disposition pattern ddc rat independent administered dose even high doses significant interspecies correlations found total renal non renal clearance steady state volume distribution interspecies scaling resulted superimposable plasma ddc concentration time profiles four laboratory animal species man thus plasma ddc concentrations humans predicted pharmacokinetic parameters obtained laboratory animals
3556,HIV,HIV3557,active immunization homosexual men using recombinant hepatitis b vaccine twenty homosexual men anti human immunodeficiency virus hiv positive seven anti hiv negative without hbsag anti hbs anti hbc vaccinated three micrograms doses recombinant hepatitis b vaccine anti hiv positive homosexuals nonresponders independent initial number cd positive cells among seven anti hiv negative individuals five responded three doses vaccine cd positive cells fell anti hiv positive individuals similar fall cd positive cells average noted matching nonvaccinated anti hiv positive homosexuals study indicates efficacy vaccination anti hiv positive individuals questionable however evidence vaccination hepatitis b might harmful anti hiv positive subjects
3557,HIV,HIV3558,prognostic factors hiv seropositive children materno fetal transmission ninety four cases hiv seropositive children found hospital necker enfants malades france april till september due materno fetal transmission surveyed immunological studies well relationship clinical symptoms prognosis lymphoadenopathy andor hepatosplenomegaly found total cases opportunistic infections severe neurological problems lip found respectively first laboratory examination cases showing mm okt lymphocytes negative antigen induced proliferative responses observed cases respectively negative serological profiles antibodies p p hiv antigens appeared show low values okt lymphocytes abnormal responses antigens survival cases findings minimum data indicate much worth estimate degree immunological deficiency infectious complications
3558,HIV,HIV3559,prevention lung infections associated human immunodeficiency virus infection current evidence indicates length survival patients acquired immunodeficiency syndrome aids increasing thereby affording greater opportunity strategies designed prevent infectious diseases mark syndrome infections may occur different stages immunosuppression caused human immunodeficiency virus hiv effective application preventive measures depends detection hiv infection also use staging indicators diseases serve define aids pneumocystis carinii pneumonia tend occur late course hiv infection often helper lymphocyte cd cells count less x l infections tuberculosis pyogenic bacterial pneumonia may develop point hiv infection occurred given relation degree immunosuppression occurrence particular pulmonary infections different preventive interventions applied different times known incidence several pulmonary infections common patients hiv infection reduced prophylactic measures pneumocystis pneumonia decreased frequency one several prophylactic agents best established pentamidine administered inhaled aerosol role isoniazid chemoprophylaxis tuberculosis patients infected hiv well established although little evidence benefit far isoniazid hiv infected patients positive tuberculin skin test response logical assume could effect use pneumococcal polysaccharide vaccine may also benefit reducing frequency pneumococcal pneumonia patients aids addition specific measures antiretroviral agent zidovudine decreases frequency severity opportunist infections least first months treatment comprehensive strategy prevention hiv associated lung infection first requires detection hiv seropositivity staging immunosuppression cd cell count determining whether tuberculous infection present tuberculin skin test seropositive individuals given pneumococcal vaccine evidence tuberculosis infection treated isoniazid one year zidovudine probably started cd cell counts range x l prophylaxis pneumocystis infection cd cell counts range x l
3559,HIV,HIV3560,plasma glutamate prognostic marker cancer immunodeficiency syndromes elevated plasma levels glutamate glu reported occur patients malignancies immunodeficiency syndromes ids evaluate whether glu useful prognostic indicator plasma concentrations determined patients colorectal carcinoma crc breast cancer brc hiv infection hiv results correlated disease stages compared data obtained patients benign diseases organ well sex matched healthy volunteers glu concentrations volunteers mumoll elevated brc patients range mean values mumoll crc patients tumours means hiv patients stage wr means mumoll crc brc patients metastases showed highly significant elevations glu concentrations p less direct correlations disease stages glu levels pre operative patients benign diseases diverticulitis adenoma gid mastopathy mtp showed increased glu levels comparable tumour patients glutamineglu ratios volunteers decreased hiv wr brc stage results deduce plasma glu concentrations allow discrimination either patients malignancies without persons different disease stages
3560,HIV,HIV3561,downregulation hla class antigens hiv infected cells means indirect immunofluorescence analysis investigated effect hiv infection hla class surface antigens report cd hela cells h cells peripheral lymphocytes hla class antigens downregulated following infection hiv downregulation effected posttranscriptional level since amounts hla class specific mrna similar infected uninfected cells phenomenon correlated state infection presence p hiv cells also depends time infection upon hla class downregulation hiv infection specific lysis peripheral blood cells allogeneic ctl reduced
3561,HIV,HIV3562,recombinant clone hiv preferentially transmitted normal peripheral blood mononuclear cells study biologic properties associated specific regions hiv chimera phx jy constructed exchanging vif env region zairian molecular clone jy phxbgpt full length biologically active proviral clone north american origin virus produced transfection permissive cells parental recombinant clones biologic molecular properties viruses compared virus derived phxbgpt infected phytohemagglutinin pha activated normal peripheral blood mononuclear cells pbmc cd leukemic cell lines equally well contrast virus derived phx jy transmitted slowly pbmc cell lines infectivity phx jy virus two orders magnitude greater pbmc cell lines essential viral genes exchanged jy vif env region intact functioned comparably parent clone transfected cos cells findings suggest differences regions hiv genome may play important role differential cell tropism
3562,HIV,HIV3563,evaluation human simian immunodeficiency virus plaque neutralization assays number cd cell lines compared ability act target cells human immunodeficiency virus hiv infection syncytium plaque forming assays mt c cells sensitive indicator cells hiv simian immunodeficiency virus siv induced cytopathic effects gave rise macroscopic mt microscopic c plaques mt plaque assay evaluated measurement hiv siv neutralizing antibodies
3563,HIV,HIV3564,inhibition human immunodeficiency virus hiv infection diphenylhydantoin dilantin implicates role cellular calcium virus life cycle details molecular interactions human immunodeficiency virus hiv host cell infection process entirely clear building recent reports lehr zimmer dmw membrane reactive anti epileptic drug diphenylhydantoin dilantin phenytoin pht inhibited binding hiv lymphocytes hypothesized understanding relevant effects drug cells may shed light aspects hiv infection found pht inhibited dose dependent manner de novo infection various cell lines well monocytic cell line moderate inhibition hiv infection observed drug concentrations therapeutic vivo epilepsy approximately microgramsml concentrations used induced deleterious effects cell growth viability surprisingly treatment chronically infected h cells reduced hiv p expression within weeks according dose apparent induction latency inhibited cotreatment chronically infected cells azacytidine indicated pht inducing latency induction methylation viral dna flow cytometric analysis demonstrated pht significantly reduce cell surface expression cd possibility remained drug inhibited hiv infection due known effects calcium dependent cellular processes subsequent measurements intracellular calcium demonstrated increase cai occurred least hr postinfection prior synthesis detectable viral structural protein p virus induced increase cai due binding hiv cell hiv induced rise cai significantly inhibited pht pht demonstrated variable inhibitory effects infection normal pha stimulated pbls cultured vitro synergistic low dose azt microgramml inhibiting infection cell lines known inhibitory effects pht calcium dependent biochemical processes cell inhibition hiv infection pht suggests calcium may play role hiv infection maintenance drug may also candidate therapy individuals infected hiv
3564,HIV,HIV3565,detection three distinct patterns helper cell dysfunction asymptomatic human immunodeficiency virus seropositive patients independence cd cell numbers clinical staging tested helper cell th potential asymptomatic hiv seropositive hiv patients using vitro assay il production peripheral blood leukocytes pbl hiv patients hiv control donors tested th function stimulated influenza virus flu tetanus toxoid tet hla alloantigens allo pha hiv patients four different response patterns observed patients responded four stimuli b patients selectively unresponsive flu tet responded allo pha c patients unresponsive flu tet allo responsive pha patients failed respond stimuli results indicate time dependent progression stage responsive four stimuli stage unresponsive stimuli tested progressing order outlined earliest th defect loss responses flu tet indicating selective defect cd mhc self restricted th function later loss allo pha il responses suggests severe th dysfunction involving cd cd cells none patterns th unresponsiveness asymptomatic hiv individuals correlated cd cell numbers walter reed staging criteria study indicates vitro th assay used detect multiple stages immune dysregulation early course hiv infection raises possibility staging hiv patients include vitro th functional analyses type described
3565,HIV,HIV3566,phase study low dose zidovudine acyclovir asymptomatic human immunodeficiency virus seropositive individuals purpose combination zidovudine acyclovir shown vitro antiretroviral activity led short term improvement patients symptomatic human immunodeficiency disease hiv disease performed phase study zidovudine mgday plus acyclovir gday asymptomatic hiv seropositive men investigate pharmacokinetics safety tolerance immunologic effects combination subjects methods fifty hiv seropositive homosexual bisexual men san francisco city clinic cohort study recruited study met eligibility criteria treatment zidovudine acyclovir open label pharmacokinetic virologic immunologic clinical data collected periodically week period results pharmacokinetic analysis showed drug interaction combination generally well tolerated hematologic parameters remained stable weeks significant changes total lymphocytes lymphocytes overall skin test reactivity ability culture virus peripheral blood conclusion combination agents safe population least six months conclusions long term tolerance efficacy await results larger trials longer follow
3566,HIV,HIV3567,human cell lymphotropic virus type htlv associated adult cell leukemia lymphoma patient infected human immunodeficiency virus type hiv patient adult cell leukemia lymphoma unusual setting coinfection human immunodeficiency virus type hiv human cell lymphotropic virus type htlv leukemic cells cd positive showed clonal genetic rearrangement cell receptor complex cytogenetic analysis showed three clonal karyotypic abnormalities trisomy two translocations x patient seropositive hiv htlv htlv hiv dna sequences detected peripheral blood leukocytes polymerase chain reaction htlv sequences detected relatively high proportion mononuclear cells least cells whereas hiv sequences detected smaller proportion cells least cells clinical remission achieved chemotherapy decrease proportion htlv positive mononuclear cells least cells whereas proportion hiv positive cells relatively unchanged least cells adult cell leukemia lymphoma setting hiv coinfection may become increasingly common asymptomatic retroviral coinfections frequent
3567,HIV,HIV3568,two year evaluation clinical laboratory variables immune function hemophiliacs seropositive seronegative hiv fifty nine hiv antibody positive antibody negative hemophiliacs evaluated year study period gain insight natural history prognosis hiv disease members risk group mean cd leu cell counts calculated month intervals decreased gradually seropositive patients microliters whereas cd leu counts remained stable normal range cd cell counts correlated closely advancing cdc clinical stage cd numbers showed association markedly lower six patients overt aids serum p antigenemia associated low cd cell counts advanced clinical stage antigenemic non antigenemic seropositive patients stage iv addition cd cell counts significant reductions leu natural killer cell nk subsets leu cells occurred seropositive patients study period leu dr cells increased significantly expressed percentage lymphocytes reduction leu nk cells also significant increases leu dr cells leu b cells summary declining cd cell numbers percentages valuable markers progressive hiv disease hemophiliacs may always accurately reflect degree disease activity progressive changes additional variables serum p antigen numbers percentages nk cell subsets aids supervenes cd cell numbers may allow precise monitoring hiv disease turn facilitate design optimal individualized strategies therapeutic intervention
3568,HIV,HIV3569,alithiasic cholecystitis sclerosing cholangitis caused cryptosporidium cytomegalovirus patient hiv infection year old female ex parenteral drug abuser hiv infection developed multiple pericholangitic abscesses secondary lithiasic cholecystitis sclerosing cholangitis cryptosporidium cytomegalovirus emphasize clinical clues diagnostic role endoscopic retrograde cholangiopancreatography ercp well contribution latter surgical therapy transendoscopic papillotomy also review reported cases biliary diseases cryptosporidium andor cytomegalovirus literature
3569,HIV,HIV3570,cross activation rex proteins htlv blv rev protein hiv nonreciprocal interactions rna responsive elements rex regulatory proteins human cell leukemia virus type htlv bovine leukemia virus blv rev protein human immunodeficiency virus type hiv promote cytoplasmic accumulation translation viral messenger mrnas encoding structural proteins rev rex act cis acting elements viral rna elements named rev rex responsive elements rre rxre respectively show rex proteins htlv blv interchangeable rex protein htlv substitute rev hiv rex htlv rev hiv appear act rre similar mechanisms rev hiv act rxre htlv blv nonreciprocal action rev rex suggests factors interact directly cis acting rna elements two viruses
3570,HIV,HIV3571,oligosaccharide mediated interactions envelope glycoprotein gp hiv independent cd recognition study carbohydrate mediated interactions envelope glycoprotein gp hiv investigated oligosaccharide probes neoglycolipids prepared n glycosidically linked chains natural recombinant forms gp used conjunction intact glycoprotein investigate reactivities soluble carbohydrate binding protein lectin known mannose binding protein human serum evidence presented high mannose type oligosaccharides seven eight nine mannose residues forms gp recognized serum lectin reactivities unrelated cd recognition reactivities two forms envelope glycoprotein macrophages derived human blood monocytes mannose specific macrophage endocytosis receptor isolated human placental membranes also investigated evidence presented forms gp bind macrophage surface multiple interactions addition cd binding among interactions carbohydrate mediated binding endocytosis receptor propose carbohydrate mediated interactions could form basis viral attachment variety healthy diseased tissues
3571,HIV,HIV3572,retinopathy diagnosis aids reviewed records ocular examinations patients referred examined inflammatory retinal disease two year period found cases retinopathy documented diagnosis acquired immunodeficiency syndrome aids seventeen patients either homosexual men intravenous drug abusers although patients aids related complex patients met centers disease control criteria aids ophthalmologic examination cases diagnosis severe immunodeficiency suggestive infection human immunodeficiency virus hiv made ophthalmologist ophthalmologic findings included five patients asymptomatic retinal cotton wool patches two patients endogenous staphylococcus epidermidis bacterial endophthalmitis cases isolated cytomegalovirus retinitis patients ambulatory outpatients time ophthalmologic examination noninfectious retinopathy intraocular opportunistic infections suggest diagnosis hiv infection aids ophthalmologist may play important role early diagnosis disease
3572,HIV,HIV3573,gastrointestinal cytomegalovirus manifestations aids cytomegalovirus cmv infection one important intestinal opportunistic infections aids severe cases ulcerations colitis commonest manifestations hiv positive patients gastrointestinal symptoms investigated endoscopy gastrointestinal tract culture immunohistochemical staining histology biopsies performed results three methods compared one third cases cmv associated lesions could found endoscopy erosions ulcerations frequent tissue lesions culture positive addition immunohistochemical staining histology positive patients serious manifestations early diagnosis endoscopy gastrointestinal tract histological histochemical microbiological investigations biopsies essential
3573,HIV,HIV3574,fine structure ebv infected keratinocytes oral hairy leukoplakia evaluated biopsy specimens cases clinically suspected oral hairy leukoplakia pattern frequency ultrastructural alterations specific epithelial cells infected epstein barr virus structures could clearly identified epstein barr virus different stages assembly intranuclear cytoplasmic alterations conclusively identifiable known structure keratinocytes producing epstein barr virus contained intranuclear particles different size shape arranged monodispersed pattern others formed arrays contrast lesional keratinocytes producing virus keratinocytes uninvolved mucosa contained intranuclear particles reminiscent perichromatin granules nuclei productive cells also contained marginated chromatin tubular structures occasionally crystalline fibrillar formations well enveloped virus formations electron dense bilayers seen sides nuclear membrane cytoplasm productive cells observed aggregates parallel tubules enveloped electron dense bodies although many observations diagnostic pathobiological significance morphogenesis composition function alterations uncertain morphological identification remain unclear
3574,HIV,HIV3575,effect azido deoxythymidine replication duck hepatitis b virus vivo vitro azido deoxythymidine azt inhibits replication human immunodeficiency virus hiv blocking formation phosphodiester bond used clinically treatment hiv infection assess effect azt replication hepadnaviruses replicate reverse transcription liver tissue primary cultured hepatocytes ducklings previously infected duck hepatitis b virus dhbv examined dhbv dna treatment azt observe suppression dhbv replication doses system measured viral dna synthesis infected duck hepatocytes data strongly suggest azt inhibitory effect dhbv reverse transcriptase
3575,HIV,HIV3576,phosphonylmethoxyethyl diaminopurine pmedap novel agent anti human immunodeficiency virus activity vitro potent anti moloney murine sarcoma virus activity vivo phosphonylmethoxyethyl diaminopurine pmedap potent inhibitor replication human immunodeficiency virus hiv human lymphocyte mt cells effective dose microm pmedap strongly inhibited moloney murine sarcoma virus msv induced transformation murine cht embryo fibroblasts caused dose dependent suppression tumor formation mortality newborn mice inoculated msv even dose low mgkgday pmedap effected significant delay tumor appearance enhancement survival rate tumor bearing mice pmedap proved fivefold efficacious anti msv agent phosphonylmethoxyethyl adenine pmea previously shown exhibit strong antiretroviral efficacy vivo however pmedap also toxic therapeutic index equivalent pmea
3576,HIV,HIV3577,whats new human herpesvirus clinical immunopathology hhv infection human herpesvirus hhv formerly known human b lymphotropic virus hblv first isolated patients lymphoproliferative disorders aids antibody prevalence hhv varies indicating widespread latent infection although hhv infects vivo primarily lymphocytes associated similar diseases infection epstein barr virus ebv clearly b lymphotropic virus reactivation latent hhv infection patients subnormal host defense may cause persistent active infection called postinfectious chronic fatigue syndrome picfs may contribute pathologies immune deficiency autoimmune disorders progressive lymphoproliferation coinfection cd cells hhv human immunodeficiency virus hiv aids patients aggravate hiv induced acquired immune deficiency characteristics recently detected new virus justify intense investigation
3577,HIV,HIV3578,spectrum polyneuropathies patients infected hiv twenty five patients peripheral neuropathy different stages human immunodeficiency virus hiv infection reported cerebrospinal fluid csf findings available cases electrophysiology neuromuscular biopsy six otherwise asymptomatic hiv patients five chronic inflammatory demyelinating polyneuropathy cidp one acute inflammatory demyelinating polyneuropathy aidp csf showed pleocytosis cases infiltration endoneurium andor epineurium mononuclear cells seen biopsies three cases six patients recovered either spontaneously corticosteroids plasmaphereses five patients aids related complex arc three distal predominantly sensory peripheral neuropathy dspn one cidp one mixed neuropathy patients aids one mononeuropathy multiplex painful dspn electrophysiological studies consistent axonopathy nerve biopsies six cases showed axonal changes surprisingly associated marked segmental demyelination two cases cell infiltration present nerve samples two cases five patients died within six months onset neuropathy
3578,HIV,HIV3579,biloma secondary hepatocellular carcinoma hiv seropositive patient biloma defined extraductular collection bile within defined capsular space prior reports documented association biloma abdominal trauma abdominal surgery biloma reported association presenting manifestation hepatocellular carcinoma addition hepatocellular carcinoma previously reported hiv seropositive patient present case hiv seropositive patient hepatocellular carcinoma complicated biloma
3579,HIV,HIV3580,disparate effects two herpesvirus corrected immediate early gene trans activators hiv ltr bmlf region epstein barr virus ebv genome immediate early ie region human cytomegalovirus hcmv encode proteins trans activate heterologous promoterchloramphenicol acetyl transferase cat constructs including human immunodeficiency virus type promotercat construct demonstrate trans activation ebv bmlf gene product previously shown largely post transcriptional reporter gene dependent contrast trans activation hcmv ie gene products previously shown mediated rna level seen regardless whether cat human growth hormone beta galactosidase used reporter gene mutational analysis revealed specific cis acting sequences within hiv promoter required trans activation hcmv ie gene products
3580,HIV,HIV3581,chromatographic analysis aminoacyl trnas required translation codons around ribosomal frameshift sites hiv htlv blv examination frameshift signals proposed signals within published sequences retroviruses genetic elements higher animals shows site utilizes trna normally contains wybutoxine wye base queuine q base anticodon loop find experimentally phe trna present hiv infected cells lacks highly modified wye base anticodon loop asn trna htlv blv infected cells lacks highly modified q base anticodon loop interestingly phe trna translates uuu codon within ribosomal frameshift signal hiv asn trna translates aac codon within proposed frameshift signals htlv blv thus lack highly modified base anticodon loop trnas retroviral infected cells correlated participation undermodified trnas corresponding frameshift event suggests shifty trnas proposed jacks et al cell carry frameshifting may hypomodified isoacceptors
3581,HIV,HIV3582,risks health care workers occupational exposure hepatitis b virus human immunodeficiency virus cytomegalovirus transmission hepatitis b hiv cmv percutaneous mucosal contact intact skin concern health care personnel article summarizes current information regarding risks transmission agents emphasizes infection control measures
3582,HIV,HIV3583,animal models aids animal models aids essential understanding pathogenesis retrovirus induced immune deficiency encephalopathy development testing new therapies vaccines aids related disorders etiologically linked members lentivirus subfamily retroviruses lymphocytopathic lentiviruses designated human immuno deficiency virus type hiv human immuno deficiency virus type hiv animals susceptible experimental hiv infection chimpanzee gibbon ape rabbit aids like disease yet reported species macaques persistently infected strains hiv aids like disease resulted yet clear suitable hiv infected scid hu mice model aids several subfamilies naturally occurring cytopathic retroviruses cause immune suppression including fatal immunodeficiency syndromes chickens mice cats monkeys domestic cats suffer immunosuppression onco virus feline leukemia virus member lentivirus subfamily feline immunodeficiency virus fiv asian macaques susceptible fatal simian aids type retrovirus indigenous macaques lentivirus simian immunodeficiency virus siv indigenous healthy african monkeys siv animal lentivirus closely related hiv animal models lentivirus infections cats fiv macaques siv appear bear closest similarity pathogenesis hiv infection aids review summarize various animal model systems aids illustrate usefulness antiviral therapy vaccinology
3583,HIV,HIV3584,hpv positive bowenoid papulosis squamous cell carcinoma anus hiv positive man homosexual man stage iv hiv infection suffers hpv positive bowenoid papulosis anal region described one area patient developed hpv positive squamous cell carcinoma anus bowenoid papulosis represents squamous cell carcinoma situ usually follows benign clinical course possibility exists immunocompromised individuals higher risk develop cancer basis bowenoid papulosis
3584,HIV,HIV3585,human immunodeficiency virus hiv epstein barr virus ebv antigens genome lymph nodes hiv positive patients affected persistent generalized lymphadenopathy presence human immunodeficiency virus hiv epstein barr virus ebv antigens genome investigated lymph nodes involved persistent generalized lymphadenopathy pgl patients hiv infected also anti ebv serum antibodies lymph node level hiv ebv antigens studied immunohistochemistry using monoclonal antibodies directed viral core proteins hiv p protein detected lymph nodes within b cell germinal centers reticular pattern cells positive results ebv antigens found lymph nodes rare ebv positive centrocyte like cells mainly located germinal centers presence hiv ebv genome also studied lymph nodes involved pgl use situ southern blot hybridization positive reaction hiv genome detected lymph nodes southern blot hybridization presence ebv genome never demonstrated lymph nodes use situ southern blot hybridization expression ebv antigens genome also investigated peripheral blood patients pgl cells positive results ebv antigens detected single case frequency x evidence ebv genome found use situ hybridization results suggest ebv present lymph nodes pgl phase possible implication pathogenesis acquired immune deficiency syndrome aids associated lymphoma might late event
3585,HIV,HIV3586,challenge chimpanzees pan troglodytes immunized human immunodeficiency virus envelope glycoprotein gp human immunodeficiency virus type hiv causative agent acquired immunodeficiency syndrome infects humans chimpanzees determine efficacy immunization preventing infection chimpanzees immunized gp purified human cell lymphotrophic virus type iiib htlv iiib infected cell membranes challenged homologous virus htlv iiib challenge stock htlv iiib prepared using unconcentrated htlv iiib produced h cells titer virus stock human chimpanzee peripheral blood mononuclear cells human lymphoid cell lines determined cell culture infectivity assigned chimpanzees inoculated intravenously cell culture infectious units became infected demonstrated virus isolation seroconversion one two chimpanzees inoculated cell culture infectious units became infected chimpanzees immunized gp formulated alum developed antibodies precipitated gp neutralized htlv iiib peripheral blood mononuclear cells gp vaccinated hiv infected animals showed significantly greater response proliferation assays hiv proteins peripheral blood mononuclear cells nonvaccinated non hiv infected chimpanzees two gp alum immunized chimpanzees challenged virus htlv iiib stock one animal received cell culture infectious units one received infectious units animals became infected hiv indicating immune response elicited immunization gp formulated alum effective preventing infection hiv
3586,HIV,HIV3587,functional analysis tat trans activator human immunodeficiency virus type trans activator tat proteins related distinct type type human immunodeficiency viruses hiv hiv display incomplete functional reciprocity one possible explanation observation suggested computer analysis potential rna secondary structures within viral trans activation response tar elements hiv tat requires presentation two viral rna stem loop sequences full activity whereas hiv tat maximally active upon presentation single stem loop structure demonstrate hiv long terminal repeat indeed contains two functionally independent tar elements however second tar element hiv significantly less active tar element functionally masked context intact hiv long terminal repeat evidence presented suggesting activities two hiv tar elements reflect least part relative distances site transcription initiation although hiv tar element proximal viral mrna cap site appears sufficient effective trans activation hiv tat vitro functional redundancy may nevertheless serve enhance hiv replication infected cells vivo
3587,HIV,HIV3588,effect dose immunization schedule immune response baboons recombinant glycoprotein hiv evaluate immunogenicity purified recombinant envelope glycoprotein hiv rgp potential vaccine aids antibody response baboons rgp investigated using adjuvant alum route administration intramuscular suitable humans primary purpose evaluate effects different doses immunization schedules antibody response rgp primates secondary objective evaluate possible adverse consequences rgp immunization liquid phase radioimmunoprecipitation rip assay detection rgp reactive antibodies revealed rgp doses micrograms per administration resulted nearly indistinguishable serum antibody responses however significant enhancement serum antibody titers observed interval second third administrations increased w although changing interval significantly altered magnitude resulting peak titers kinetics antibody formation changed thus three schedules immunization tested none resulted sustained humoral immune response significance rip assay evaluating immune responses confirmed analysis showing percentage immunized baboons developed vitro hiv serum neutralizing responses greatest groups also exhibited high anti rgp rip titers immunization rgp significant adverse effect clinical laboratory parameter monitored course study
3588,HIV,HIV3589,dermatologic complications associated administration dideoxycytidine patients human immunodeficiency virus infection describe distinctive mucocutaneous eruption occurred patients human immunodeficiency virus infection treated new therapeutic agent dideoxycytidine maculopapular eruption developed patients day treatment seven patients especially receiving higher dose therapy also systemic symptoms addition oral ulcers developed patients days therapy occurrence cutaneous oral lesions correlated dose route schedule administration dideoxycytidine instances mucocutaneous lesions resolved even continuation therapy
3589,HIV,HIV3590,tumor necrosis factor alpha induces kappa b sequence specific dna binding protein human hepatoblastoma hepg cells tumor necrosis factor alpha inducer acute phase protein synthesis liver cells mechanism tumor necrosis factor alpha alters gene expression cells largely unknown study demonstrate tumor necrosis factor alpha stimulates human immunodeficiency virus long terminal repeat promoted gene expression human hepatoblastoma hepg cell line increased binding trans activating factors kappa b kappa b dna sequences contrast lymphocytic cells nuclear factors recognizing kappa b sequences activated tumor necrosis factor alpha phorbol myristate acetate posttranslational mechanism hepg cells phorbol myristate acetate activate factors de novo protein synthesis seems required hepg cells gene activation tumor necrosis factor alpha
3590,HIV,HIV3591,epidemiology current treatment urogenital tuberculosis west germany incidence new cases genitourinary tuberculosis continued decline trend tuberculosis situation decreased development countries certainly due modern chemotherapy effective hygienic health care genitourinary manifestation also follows consistently steady decline tuberculosis patients age group years average rate patients third world high actual epidemiological data presented modalities modern treatment reported especially modern short course chemotherapy toxicity modern antituberculous drugs problems inpatient outpatient treatment complication hiv infection tuberculosis discussed
3591,HIV,HIV3592,structure activity relationships fluorinated nucleoside analogs synergistic effect combination phosphonoformate human immunodeficiency virus type one hundred nucleoside analogs fluorine substitutions various positions pentose ring evaluated inhibitory activity human immunodeficiency virus type hiv nine compounds emerged inhibitors hiv replication various degrees selectivity active fluoro deoxythymidine followed amino fluoro deoxyadenosine substitution fluorine deoxy deoxy position resulted increased antiviral activity thymidine analogs whereas activity adenosine cytidine analogs increased fluorination either position potent inhibitor fluoro deoxythymidine shown give synergistic inhibition hiv replication combination ppi analog phosphonoformate
